loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util,annual_inc_range,loan_amnt_range,int_rate_range,revol_util_range,dti_range
14000, 36 months,12.69,B,62800,0,debt_consolidation,19.24,0,64.5,50k-75k,10k-15k,12.5-15,60-80,15-20%
13200, 60 months,17.27,D,26400,0,small_business,9.64,0,50.1,25k-50k,10k-15k,15+,40-60,5-10%
4000, 36 months,12.69,B,25000,1,debt_consolidation,6.86,0,79.7,0-25k,0-5k,12.5-15,60-80,5-10%
10500, 36 months,6.03,A,65000,0,debt_consolidation,10.36,0,18.7,50k-75k,10k-15k,0-7.5,0-20,10-15%
5500, 36 months,7.9,A,59000,0,car,6.65,1,43.3,50k-75k,5k-10k,7.5-10,40-60,5-10%
7350, 36 months,11.71,B,33000,0,debt_consolidation,22.51,0,77.9,25k-50k,5k-10k,10-12.5,60-80,20-25%
10000, 36 months,12.42,B,39000,1,credit_card,18.31,0,90.6,25k-50k,5k-10k,10-12.5,80+,15-20%
12000, 36 months,7.51,A,42000,0,debt_consolidation,10.74,0,43,25k-50k,10k-15k,7.5-10,40-60,10-15%
5000, 60 months,11.71,B,38004,0,home_improvement,23.78,0,57.3,25k-50k,0-5k,10-12.5,40-60,20-25%
8000, 60 months,11.71,B,31000,0,other,16.22,0,34.4,25k-50k,5k-10k,10-12.5,20-40,15-20%
4500, 36 months,8.9,A,50700,0,other,23.43,0,24.4,50k-75k,0-5k,7.5-10,20-40,20-25%
18000, 36 months,12.42,B,75000,0,credit_card,12.51,0,66.1,50k-75k,15k-20k,10-12.5,60-80,10-15%
12000, 36 months,13.49,C,40000,0,debt_consolidation,15.72,0,80.5,25k-50k,10k-15k,12.5-15,80+,15-20%
10000, 36 months,13.49,C,50000,0,credit_card,5.88,0,47.6,25k-50k,5k-10k,12.5-15,40-60,5-10%
6000, 36 months,7.9,A,80000,0,other,8.87,0,30.3,75k-100k,5k-10k,7.5-10,20-40,5-10%
12000, 36 months,12.69,B,40000,0,debt_consolidation,22.2,0,55.5,25k-50k,10k-15k,12.5-15,40-60,20-25%
12000, 36 months,8.9,A,80000,1,other,9.13,0,83.5,75k-100k,10k-15k,7.5-10,80+,5-10%
7000, 36 months,11.71,B,75000,0,debt_consolidation,15.57,0,94.1,50k-75k,5k-10k,10-12.5,80+,15-20%
1400, 36 months,7.9,A,28800,0,other,10,0,9.9,25k-50k,0-5k,7.5-10,0-20,5-10%
16000, 60 months,13.49,C,35000,1,small_business,16.22,0,58.5,25k-50k,15k-20k,12.5-15,40-60,15-20%
3200, 36 months,9.91,B,61200,0,debt_consolidation,2.16,1,33.3,50k-75k,0-5k,7.5-10,20-40,0-5%
8000, 36 months,7.9,A,40000,0,medical,13.35,0,34.4,25k-50k,5k-10k,7.5-10,20-40,10-15%
11875, 60 months,12.69,B,25920,1,debt_consolidation,23.75,0,94.1,25k-50k,10k-15k,12.5-15,80+,20-25%
5000, 36 months,6.03,A,54000,0,home_improvement,3.82,0,4,50k-75k,0-5k,0-7.5,0-20,0-5%
1800, 36 months,6.62,A,18000,0,small_business,23.8,0,39.8,0-25k,0-5k,0-7.5,20-40,20-25%
18000, 36 months,8.9,A,78000,0,credit_card,7,0,66.3,75k-100k,15k-20k,7.5-10,60-80,5-10%
14000, 36 months,7.9,A,45600,1,debt_consolidation,19.74,0,63.9,25k-50k,10k-15k,7.5-10,60-80,15-20%
5000, 36 months,12.42,B,70000,0,debt_consolidation,20.06,0,54.2,50k-75k,0-5k,10-12.5,40-60,20-25%
8000, 36 months,15.96,C,70000,0,credit_card,14.04,0,91.9,50k-75k,5k-10k,15+,80+,10-15%
10000, 36 months,6.03,A,80000,0,debt_consolidation,12.99,0,45.2,75k-100k,5k-10k,0-7.5,40-60,10-15%
10000, 36 months,7.51,A,50000,0,debt_consolidation,4.63,0,25.7,25k-50k,5k-10k,7.5-10,20-40,0-5%
12000, 36 months,12.42,B,35000,0,debt_consolidation,18.51,0,75.7,25k-50k,10k-15k,10-12.5,60-80,15-20%
23200, 36 months,7.9,A,65000,0,debt_consolidation,27.99,0,47,50k-75k,20k-25k,7.5-10,40-60,25%+
4800, 36 months,15.27,C,75000,0,debt_consolidation,9.3,0,73.7,50k-75k,0-5k,15+,60-80,5-10%
7300, 36 months,11.71,B,35000,0,debt_consolidation,16.42,0,44.6,25k-50k,5k-10k,10-12.5,40-60,15-20%
10400, 36 months,9.91,B,40000,0,debt_consolidation,11.67,0,80.6,25k-50k,10k-15k,7.5-10,80+,10-15%
6600, 36 months,9.91,B,100000,0,house,15.53,0,27.8,75k-100k,5k-10k,7.5-10,20-40,15-20%
12000, 36 months,8.9,A,40000,0,debt_consolidation,9.45,0,37.4,25k-50k,10k-15k,7.5-10,20-40,5-10%
13250, 36 months,17.27,D,52000,0,debt_consolidation,23.7,0,91.5,50k-75k,10k-15k,15+,80+,20-25%
12000, 36 months,11.71,B,92500,0,debt_consolidation,15.97,0,56.2,75k-100k,10k-15k,10-12.5,40-60,15-20%
25000, 36 months,9.91,B,61000,0,debt_consolidation,10.35,0,49.4,50k-75k,20k-25k,7.5-10,40-60,10-15%
6000, 36 months,10.65,B,36000,0,other,14.43,0,48.5,25k-50k,5k-10k,10-12.5,40-60,10-15%
12000, 36 months,7.51,A,68000,0,credit_card,7.08,0,55.6,50k-75k,10k-15k,7.5-10,40-60,5-10%
14400, 36 months,11.71,B,80000,0,credit_card,16.35,0,48.4,75k-100k,10k-15k,10-12.5,40-60,15-20%
10000, 36 months,12.42,B,43000,0,credit_card,11.58,0,65.5,25k-50k,5k-10k,10-12.5,60-80,10-15%
8000, 36 months,16.29,D,50000,1,credit_card,13.22,0,72.9,25k-50k,5k-10k,15+,60-80,10-15%
30000, 60 months,12.42,B,70000,1,small_business,0.94,0,3.2,50k-75k,25k+,10-12.5,0-20,0-5%
18000, 60 months,16.77,D,40000,1,home_improvement,18.42,0,73.4,25k-50k,15k-20k,15+,60-80,15-20%
13250, 36 months,11.71,B,35000,0,credit_card,22.35,0,67.2,25k-50k,10k-15k,10-12.5,60-80,20-25%
14000, 36 months,14.27,C,80000,0,debt_consolidation,16.21,0,96.2,75k-100k,10k-15k,12.5-15,80+,15-20%
20000, 60 months,20.3,E,59000,1,debt_consolidation,20.91,0,83.1,50k-75k,15k-20k,15+,80+,20-25%
10000, 36 months,16.29,D,40000,0,credit_card,24.39,0,96.4,25k-50k,5k-10k,15+,80+,20-25%
4000, 36 months,6.03,A,55000,0,debt_consolidation,7.05,0,43.8,50k-75k,0-5k,0-7.5,40-60,5-10%
13000, 36 months,9.91,B,110000,0,debt_consolidation,8.38,0,81.3,100k+,10k-15k,7.5-10,80+,5-10%
28000, 36 months,12.69,B,100000,0,credit_card,12.35,0,67.5,75k-100k,25k+,12.5-15,60-80,10-15%
10000, 36 months,13.49,C,62000,0,debt_consolidation,11.52,0,79.1,50k-75k,5k-10k,12.5-15,60-80,10-15%
20000, 36 months,7.9,A,45000,0,debt_consolidation,9.25,0,74.9,25k-50k,15k-20k,7.5-10,60-80,5-10%
18000, 36 months,9.91,B,110000,0,debt_consolidation,10,0,62.5,100k+,15k-20k,7.5-10,60-80,5-10%
9000, 60 months,19.91,E,60000,1,credit_card,22.56,0,91.1,50k-75k,5k-10k,15+,80+,20-25%
25000, 60 months,18.64,E,61500,1,debt_consolidation,12.6,0,60.8,50k-75k,20k-25k,15+,60-80,10-15%
10000, 36 months,11.71,B,33000,0,other,8.69,0,88.3,25k-50k,5k-10k,10-12.5,80+,5-10%
4200, 36 months,6.03,A,61000,0,credit_card,8.92,0,12.9,50k-75k,0-5k,0-7.5,0-20,5-10%
20000, 60 months,15.27,C,78216,1,debt_consolidation,10.79,0,80.3,75k-100k,15k-20k,15+,80+,10-15%
18000, 60 months,17.27,D,62000,1,debt_consolidation,7.82,0,86.7,50k-75k,15k-20k,15+,80+,5-10%
24000, 36 months,16.29,D,50964,0,debt_consolidation,8.83,0,69.4,50k-75k,20k-25k,15+,60-80,5-10%
4475, 36 months,15.27,C,43680,0,credit_card,18.79,0,33.5,25k-50k,0-5k,15+,20-40,15-20%
12000, 36 months,12.42,B,50700,0,credit_card,22.49,0,80.8,50k-75k,10k-15k,10-12.5,80+,20-25%
5000, 36 months,12.42,B,30000,1,debt_consolidation,23.84,0,89.7,25k-50k,0-5k,10-12.5,80+,20-25%
3000, 36 months,6.03,A,50000,0,other,5.5,0,29.4,25k-50k,0-5k,0-7.5,20-40,5-10%
12000, 36 months,9.91,B,55000,1,debt_consolidation,13,0,75.5,50k-75k,10k-15k,7.5-10,60-80,10-15%
20000, 36 months,15.27,C,50000,0,other,4.34,0,52.7,25k-50k,15k-20k,15+,40-60,0-5%
10000, 36 months,13.49,C,84000,0,debt_consolidation,13.87,0,68.7,75k-100k,5k-10k,12.5-15,60-80,10-15%
12000, 36 months,7.9,A,62000,0,debt_consolidation,8.71,0,57.7,50k-75k,10k-15k,7.5-10,40-60,5-10%
6300, 36 months,11.71,B,30000,0,credit_card,7.2,0,84.3,25k-50k,5k-10k,10-12.5,80+,5-10%
8250, 60 months,15.96,C,35004,0,home_improvement,15.6,0,7.7,25k-50k,5k-10k,15+,0-20,15-20%
10000, 36 months,11.71,B,32000,1,credit_card,21.83,0,59.6,25k-50k,5k-10k,10-12.5,40-60,20-25%
24000, 36 months,8.9,A,116400,1,car,3.94,0,8.1,100k+,20k-25k,7.5-10,0-20,0-5%
14400, 36 months,12.69,B,40000,0,debt_consolidation,20.16,0,79.5,25k-50k,10k-15k,12.5-15,60-80,20-25%
6000, 36 months,14.65,C,34000,0,credit_card,21.39,0,88.5,25k-50k,5k-10k,12.5-15,80+,20-25%
22000, 36 months,15.96,C,73000,0,debt_consolidation,22.47,0,85.1,50k-75k,20k-25k,15+,80+,20-25%
12000, 36 months,11.71,B,57200,1,debt_consolidation,16.36,0,68.5,50k-75k,10k-15k,10-12.5,60-80,15-20%
16000, 36 months,16.77,D,114000,0,debt_consolidation,17.2,0,64.2,100k+,15k-20k,15+,60-80,15-20%
10000, 36 months,10.65,B,90000,0,debt_consolidation,11.16,0,59.4,75k-100k,5k-10k,10-12.5,40-60,10-15%
16000, 60 months,19.03,E,54000,0,home_improvement,16.89,0,56.2,50k-75k,15k-20k,15+,40-60,15-20%
10000, 36 months,12.69,B,35000,1,debt_consolidation,12.03,0,84.6,25k-50k,5k-10k,12.5-15,80+,10-15%
3500, 36 months,13.49,C,56000,0,debt_consolidation,10.35,0,54.2,50k-75k,0-5k,12.5-15,40-60,10-15%
9600, 36 months,9.91,B,35000,0,debt_consolidation,16.49,0,79,25k-50k,5k-10k,7.5-10,60-80,15-20%
9875, 36 months,7.9,A,40000,0,debt_consolidation,24.03,0,63.7,25k-50k,5k-10k,7.5-10,60-80,20-25%
21500, 60 months,17.58,D,59000,0,debt_consolidation,22.86,0,81.8,50k-75k,20k-25k,15+,80+,20-25%
4800, 36 months,7.9,A,48000,0,debt_consolidation,13,0,26,25k-50k,0-5k,7.5-10,20-40,10-15%
7800, 36 months,6.03,A,85000,0,major_purchase,0.78,0,6.2,75k-100k,5k-10k,0-7.5,0-20,0-5%
20000, 36 months,14.27,C,70000,0,credit_card,6.21,0,89,50k-75k,15k-20k,12.5-15,80+,5-10%
9750, 36 months,7.51,A,35000,1,debt_consolidation,29.04,0,51.7,25k-50k,5k-10k,7.5-10,40-60,25%+
18000, 60 months,15.96,C,91000,0,credit_card,23.41,0,67,75k-100k,15k-20k,15+,60-80,20-25%
5000, 36 months,6.03,A,30000,0,other,16.48,0,25.6,25k-50k,0-5k,0-7.5,20-40,15-20%
9000, 36 months,14.65,C,45000,0,debt_consolidation,17.01,1,50,25k-50k,5k-10k,12.5-15,40-60,15-20%
7200, 36 months,7.9,A,55000,0,debt_consolidation,11.98,0,46.1,50k-75k,5k-10k,7.5-10,40-60,10-15%
25000, 60 months,19.42,E,60000,1,credit_card,20.04,0,94.9,50k-75k,20k-25k,15+,80+,20-25%
25000, 36 months,15.27,C,82000,0,debt_consolidation,18.5,0,70.6,75k-100k,20k-25k,15+,60-80,15-20%
10000, 36 months,15.96,C,53000,0,debt_consolidation,13.09,0,77.2,50k-75k,5k-10k,15+,60-80,10-15%
8875, 36 months,12.69,B,35360,1,debt_consolidation,23.11,0,71.1,25k-50k,5k-10k,12.5-15,60-80,20-25%
15550, 36 months,11.71,B,54000,0,debt_consolidation,23.36,0,89.8,50k-75k,15k-20k,10-12.5,80+,20-25%
7500, 36 months,12.69,B,65000,0,credit_card,4.41,0,35.5,50k-75k,5k-10k,12.5-15,20-40,0-5%
8875, 36 months,8.9,A,28800,0,debt_consolidation,24.29,0,69.5,25k-50k,5k-10k,7.5-10,60-80,20-25%
4500, 36 months,17.27,D,42000,0,credit_card,4.34,0,68.5,25k-50k,0-5k,15+,60-80,0-5%
5800, 36 months,12.42,B,36000,0,debt_consolidation,21.67,0,66.9,25k-50k,5k-10k,10-12.5,60-80,20-25%
10000, 36 months,11.71,B,40000,0,debt_consolidation,22.26,0,47.4,25k-50k,5k-10k,10-12.5,40-60,20-25%
10000, 36 months,9.91,B,50000,0,credit_card,19.06,0,88.6,25k-50k,5k-10k,7.5-10,80+,15-20%
14000, 36 months,11.71,B,52000,0,credit_card,12.97,0,57.9,50k-75k,10k-15k,10-12.5,40-60,10-15%
25000, 60 months,19.03,E,85000,0,credit_card,17.15,0,87.9,75k-100k,20k-25k,15+,80+,15-20%
12000, 36 months,8.9,A,32000,1,debt_consolidation,6.75,0,59.2,25k-50k,10k-15k,7.5-10,40-60,5-10%
24000, 36 months,7.9,A,75000,0,debt_consolidation,10.58,0,45,50k-75k,20k-25k,7.5-10,40-60,10-15%
14000, 36 months,14.27,C,80000,0,credit_card,3.3,0,59,75k-100k,10k-15k,12.5-15,40-60,0-5%
12000, 36 months,8.9,A,40246,0,credit_card,17.08,0,72.2,25k-50k,10k-15k,7.5-10,60-80,15-20%
15000, 60 months,12.69,B,30000,1,debt_consolidation,24.76,0,65.7,25k-50k,10k-15k,12.5-15,60-80,20-25%
8050, 36 months,12.69,B,36000,1,debt_consolidation,14.8,0,81.3,25k-50k,5k-10k,12.5-15,80+,10-15%
5600, 36 months,10.65,B,60000,0,debt_consolidation,16.36,1,12.4,50k-75k,5k-10k,10-12.5,0-20,15-20%
7500, 36 months,9.91,B,31200,0,credit_card,12.35,0,57.3,25k-50k,5k-10k,7.5-10,40-60,10-15%
7000, 36 months,11.71,B,90000,0,credit_card,12.19,0,93.8,75k-100k,5k-10k,10-12.5,80+,10-15%
5400, 36 months,7.9,A,40000,0,debt_consolidation,10.89,0,77,25k-50k,5k-10k,7.5-10,60-80,10-15%
16000, 36 months,12.42,B,90000,0,credit_card,13.67,0,65.2,75k-100k,15k-20k,10-12.5,60-80,10-15%
6000, 60 months,7.9,A,30084,1,debt_consolidation,1.68,0,10,25k-50k,5k-10k,7.5-10,0-20,0-5%
4125, 60 months,12.69,B,36000,0,car,17.73,0,37.6,25k-50k,0-5k,12.5-15,20-40,15-20%
9800, 36 months,16.29,D,67000,0,credit_card,21.01,0,44.9,50k-75k,5k-10k,15+,40-60,20-25%
15700, 60 months,18.25,D,63000,0,debt_consolidation,17.43,0,63,50k-75k,15k-20k,15+,60-80,15-20%
9900, 36 months,11.71,B,26400,0,debt_consolidation,14.09,1,88.9,25k-50k,5k-10k,10-12.5,80+,10-15%
15000, 36 months,11.71,B,68400,0,debt_consolidation,5.7,0,82.2,50k-75k,10k-15k,10-12.5,80+,5-10%
6250, 36 months,15.96,C,29120,0,debt_consolidation,20.85,0,88.8,25k-50k,5k-10k,15+,80+,20-25%
6400, 36 months,16.29,D,29120,0,debt_consolidation,17.97,0,94.6,25k-50k,5k-10k,15+,80+,15-20%
8850, 60 months,13.49,C,89122,0,major_purchase,7.67,0,84.7,75k-100k,5k-10k,12.5-15,80+,5-10%
12000, 36 months,15.27,C,54000,0,debt_consolidation,17.07,0,61,50k-75k,10k-15k,15+,60-80,15-20%
15000, 36 months,8.9,A,30000,0,debt_consolidation,6.48,0,25.2,25k-50k,10k-15k,7.5-10,20-40,5-10%
6500, 36 months,14.27,C,30000,0,credit_card,10.12,0,81.5,25k-50k,5k-10k,12.5-15,80+,10-15%
8000, 36 months,15.96,C,50000,0,credit_card,16.34,0,81.2,25k-50k,5k-10k,15+,80+,15-20%
15000, 36 months,14.65,C,100500,0,credit_card,14.56,0,74.3,100k+,10k-15k,12.5-15,60-80,10-15%
10200, 36 months,14.27,C,40000,0,debt_consolidation,16.53,0,80.6,25k-50k,10k-15k,12.5-15,80+,15-20%
9000, 36 months,12.42,B,47000,0,credit_card,19.1,0,47.2,25k-50k,5k-10k,10-12.5,40-60,15-20%
6500, 36 months,16.29,D,68000,0,debt_consolidation,21.85,0,92.4,50k-75k,5k-10k,15+,80+,20-25%
23000, 60 months,21.28,F,95000,0,debt_consolidation,8.94,0,99.3,75k-100k,20k-25k,15+,80+,5-10%
2000, 36 months,7.9,A,39600,0,credit_card,5.09,0,79.2,25k-50k,0-5k,7.5-10,60-80,5-10%
8000, 36 months,13.49,C,30000,0,debt_consolidation,14.48,0,44.1,25k-50k,5k-10k,12.5-15,40-60,10-15%
8875, 36 months,7.51,A,30000,0,debt_consolidation,28.4,0,83.7,25k-50k,5k-10k,7.5-10,80+,25%+
1500, 36 months,18.64,E,17000,1,other,4.59,0,99.8,0-25k,0-5k,15+,80+,0-5%
8000, 36 months,12.42,B,42000,0,debt_consolidation,20.26,0,85.4,25k-50k,5k-10k,10-12.5,80+,20-25%
20000, 60 months,14.65,C,75000,1,debt_consolidation,16.51,0,74.9,50k-75k,15k-20k,12.5-15,60-80,15-20%
6500, 36 months,11.71,B,42000,0,credit_card,6.26,0,63.8,25k-50k,5k-10k,10-12.5,60-80,5-10%
9600, 36 months,13.49,C,27000,0,debt_consolidation,10.22,0,84.9,25k-50k,5k-10k,12.5-15,80+,10-15%
10000, 36 months,7.9,A,46000,0,home_improvement,10.46,0,50.1,25k-50k,5k-10k,7.5-10,40-60,10-15%
15000, 36 months,12.42,B,80000,0,debt_consolidation,5.61,0,53.7,75k-100k,10k-15k,10-12.5,40-60,5-10%
9000, 36 months,6.62,A,45000,0,debt_consolidation,22.05,0,44,25k-50k,5k-10k,0-7.5,40-60,20-25%
10000, 36 months,7.9,A,72500,0,credit_card,27.92,0,69.1,50k-75k,5k-10k,7.5-10,60-80,25%+
14000, 36 months,7.9,A,30000,0,debt_consolidation,15.2,0,62.3,25k-50k,10k-15k,7.5-10,60-80,15-20%
8500, 36 months,14.27,C,50000,1,debt_consolidation,8.5,0,61.5,25k-50k,5k-10k,12.5-15,60-80,5-10%
15000, 60 months,19.03,E,75000,0,debt_consolidation,2.82,0,75.9,50k-75k,10k-15k,15+,60-80,0-5%
4500, 36 months,15.96,C,65000,0,other,14.66,0,76.6,50k-75k,0-5k,15+,60-80,10-15%
3000, 36 months,7.51,A,65000,0,major_purchase,27.91,0,56,50k-75k,0-5k,7.5-10,40-60,25%+
10000, 36 months,9.91,B,120000,0,home_improvement,7.98,0,68.1,100k+,5k-10k,7.5-10,60-80,5-10%
21250, 60 months,16.77,D,42500,0,debt_consolidation,19.93,0,62.7,25k-50k,20k-25k,15+,60-80,15-20%
7200, 36 months,15.27,C,54990,0,debt_consolidation,20.95,0,96,50k-75k,5k-10k,15+,80+,20-25%
18000, 60 months,11.71,B,40000,1,debt_consolidation,18.18,0,68.8,25k-50k,15k-20k,10-12.5,60-80,15-20%
23000, 36 months,7.9,A,137000,0,debt_consolidation,8.13,0,60.8,100k+,20k-25k,7.5-10,60-80,5-10%
20000, 60 months,16.77,D,60000,1,debt_consolidation,9.46,0,41,50k-75k,15k-20k,15+,40-60,5-10%
7000, 36 months,8.9,A,46000,0,credit_card,7.9,0,76.5,25k-50k,5k-10k,7.5-10,60-80,5-10%
21000, 36 months,12.69,B,135000,0,debt_consolidation,8.52,0,63,100k+,20k-25k,12.5-15,60-80,5-10%
13000, 36 months,9.91,B,65000,0,credit_card,8.82,0,75.9,50k-75k,10k-15k,7.5-10,60-80,5-10%
18000, 36 months,6.62,A,78000,0,debt_consolidation,6.35,0,25,75k-100k,15k-20k,0-7.5,20-40,5-10%
7200, 36 months,6.03,A,60000,0,other,2.54,0,6,50k-75k,5k-10k,0-7.5,0-20,0-5%
16500, 36 months,8.9,A,48000,0,credit_card,13.1,0,87.1,25k-50k,15k-20k,7.5-10,80+,10-15%
8125, 36 months,7.9,A,25000,0,debt_consolidation,24.34,0,63.6,0-25k,5k-10k,7.5-10,60-80,20-25%
18800, 36 months,7.51,A,82000,0,debt_consolidation,13.76,0,17.3,75k-100k,15k-20k,7.5-10,0-20,10-15%
26800, 36 months,19.03,E,82000,0,credit_card,21.59,0,98,75k-100k,25k+,15+,80+,20-25%
19200, 36 months,7.9,A,42000,0,debt_consolidation,19.66,0,72.2,25k-50k,15k-20k,7.5-10,60-80,15-20%
12875, 60 months,17.58,D,27600,0,debt_consolidation,18.7,0,86.1,25k-50k,10k-15k,15+,80+,15-20%
4000, 36 months,12.42,B,38000,0,credit_card,19.64,0,52.7,25k-50k,0-5k,10-12.5,40-60,15-20%
4000, 36 months,16.29,D,35000,0,debt_consolidation,9.22,0,83.5,25k-50k,0-5k,15+,80+,5-10%
12000, 36 months,9.91,B,33000,0,credit_card,18.8,0,74.9,25k-50k,10k-15k,7.5-10,60-80,15-20%
2625, 36 months,11.71,B,52800,0,medical,14.52,0,65.2,50k-75k,0-5k,10-12.5,60-80,10-15%
7000, 36 months,9.91,B,73882,0,debt_consolidation,11.45,0,38.1,50k-75k,5k-10k,7.5-10,20-40,10-15%
11300, 36 months,12.69,B,36000,0,credit_card,16.33,0,74.7,25k-50k,10k-15k,12.5-15,60-80,15-20%
4000, 36 months,9.91,B,130000,0,debt_consolidation,10.05,0,85,100k+,0-5k,7.5-10,80+,10-15%
8000, 36 months,6.03,A,57200,0,debt_consolidation,4.72,0,6.8,50k-75k,5k-10k,0-7.5,0-20,0-5%
14400, 36 months,18.25,D,51871,1,debt_consolidation,7.82,0,79.3,50k-75k,10k-15k,15+,60-80,5-10%
4375, 36 months,12.42,B,15000,0,debt_consolidation,13.92,0,74.9,0-25k,0-5k,10-12.5,60-80,10-15%
4100, 36 months,7.51,A,70197,0,credit_card,6.58,0,72.1,50k-75k,0-5k,7.5-10,60-80,5-10%
6000, 36 months,8.9,A,47000,0,other,14.43,0,31.4,25k-50k,5k-10k,7.5-10,20-40,10-15%
4200, 60 months,17.27,D,43000,1,debt_consolidation,10.13,0,77,25k-50k,0-5k,15+,60-80,10-15%
4000, 36 months,6.62,A,120000,0,home_improvement,3.89,0,24.4,100k+,0-5k,0-7.5,20-40,0-5%
3000, 36 months,10.65,B,86004,1,other,13.37,0,64.6,75k-100k,0-5k,10-12.5,60-80,10-15%
5400, 36 months,12.69,B,75000,0,car,8.8,0,68.7,50k-75k,5k-10k,12.5-15,60-80,5-10%
15000, 36 months,16.29,D,110000,1,small_business,21.99,0,84.1,100k+,10k-15k,15+,80+,20-25%
20000, 60 months,18.64,E,80000,0,debt_consolidation,23.47,0,88.5,75k-100k,15k-20k,15+,80+,20-25%
10400, 36 months,12.69,B,44000,0,credit_card,19.91,0,90.1,25k-50k,10k-15k,12.5-15,80+,15-20%
4500, 60 months,17.58,D,51600,0,debt_consolidation,22.63,0,67.7,50k-75k,0-5k,15+,60-80,20-25%
11500, 36 months,12.42,B,38500,0,credit_card,13.06,0,89.6,25k-50k,10k-15k,10-12.5,80+,10-15%
10000, 36 months,6.62,A,75000,0,home_improvement,24.85,0,5.9,50k-75k,5k-10k,0-7.5,0-20,20-25%
18225, 60 months,13.49,C,37320,0,debt_consolidation,20.8,0,74.4,25k-50k,15k-20k,12.5-15,60-80,20-25%
3600, 36 months,8.9,A,55000,0,debt_consolidation,5.48,0,65.9,50k-75k,0-5k,7.5-10,60-80,5-10%
18500, 60 months,11.71,B,100000,0,major_purchase,0.72,0,10.4,75k-100k,15k-20k,10-12.5,0-20,0-5%
16800, 60 months,18.25,D,70000,0,credit_card,21.5,0,38.4,50k-75k,15k-20k,15+,20-40,20-25%
10000, 36 months,17.27,D,68000,1,debt_consolidation,17.15,0,92.5,50k-75k,5k-10k,15+,80+,15-20%
15000, 36 months,18.25,D,66000,0,debt_consolidation,8.49,0,89.1,50k-75k,10k-15k,15+,80+,5-10%
8000, 36 months,11.71,B,85000,0,major_purchase,10.22,0,35.7,75k-100k,5k-10k,10-12.5,20-40,10-15%
25000, 60 months,16.77,D,83004,0,debt_consolidation,13.66,0,82.9,75k-100k,20k-25k,15+,80+,10-15%
16000, 36 months,7.9,A,51000,1,debt_consolidation,24.66,0,81,50k-75k,15k-20k,7.5-10,80+,20-25%
8000, 36 months,10.65,B,55000,0,debt_consolidation,11.56,0,15.7,50k-75k,5k-10k,10-12.5,0-20,10-15%
7200, 36 months,7.51,A,47000,0,debt_consolidation,19.74,0,83.5,25k-50k,5k-10k,7.5-10,80+,15-20%
12000, 36 months,7.51,A,86000,0,debt_consolidation,13.3,0,51.8,75k-100k,10k-15k,7.5-10,40-60,10-15%
2200, 36 months,15.27,C,48000,1,debt_consolidation,5.47,0,83.7,25k-50k,0-5k,15+,80+,5-10%
28000, 60 months,12.42,B,85000,0,debt_consolidation,15.87,0,58.7,75k-100k,25k+,10-12.5,40-60,15-20%
6000, 36 months,7.51,A,50000,0,debt_consolidation,23.86,0,62.4,25k-50k,5k-10k,7.5-10,60-80,20-25%
8000, 60 months,8.9,A,51204,1,debt_consolidation,25.12,0,37.6,50k-75k,5k-10k,7.5-10,20-40,25%+
14400, 36 months,15.27,C,42996,0,debt_consolidation,0.98,0,7.7,25k-50k,10k-15k,15+,0-20,0-5%
20000, 60 months,19.03,E,60000,0,credit_card,18.06,0,97.4,50k-75k,15k-20k,15+,80+,15-20%
14050, 36 months,8.9,A,120000,0,major_purchase,2.21,0,18.8,100k+,10k-15k,7.5-10,0-20,0-5%
6000, 36 months,13.49,C,62691,0,major_purchase,3.16,0,94.4,50k-75k,5k-10k,12.5-15,80+,0-5%
10525, 36 months,7.9,A,49668,0,debt_consolidation,7.27,0,68.9,25k-50k,10k-15k,7.5-10,60-80,5-10%
7200, 36 months,15.96,C,30000,0,debt_consolidation,5.2,0,94.2,25k-50k,5k-10k,15+,80+,5-10%
18500, 60 months,10.65,B,40000,0,debt_consolidation,26.34,0,0.1,25k-50k,15k-20k,10-12.5,0-20,25%+
12000, 36 months,13.49,C,40000,0,debt_consolidation,16.2,0,74.4,25k-50k,10k-15k,12.5-15,60-80,15-20%
12000, 36 months,11.71,B,100000,0,credit_card,6.58,0,79.6,75k-100k,10k-15k,10-12.5,60-80,5-10%
3000, 36 months,11.71,B,56312,0,other,16.03,0,83.4,50k-75k,0-5k,10-12.5,80+,15-20%
9500, 36 months,16.29,D,54011,0,debt_consolidation,18.51,0,79.5,50k-75k,5k-10k,15+,60-80,15-20%
19775, 36 months,12.42,B,49110.32,0,debt_consolidation,17.57,0,61.1,25k-50k,15k-20k,10-12.5,60-80,15-20%
12000, 60 months,14.65,C,75000,1,credit_card,16.13,0,89.4,50k-75k,10k-15k,12.5-15,80+,15-20%
28000, 60 months,14.27,C,95000,0,debt_consolidation,9.46,0,68.1,75k-100k,25k+,12.5-15,60-80,5-10%
30000, 36 months,12.42,B,80000,0,debt_consolidation,22.23,0,94,75k-100k,25k+,10-12.5,80+,20-25%
16000, 36 months,10.65,B,55000,0,debt_consolidation,13.33,0,89.7,50k-75k,15k-20k,10-12.5,80+,10-15%
14500, 36 months,14.65,C,90000,0,credit_card,5.24,0,46.7,75k-100k,10k-15k,12.5-15,40-60,5-10%
11700, 60 months,14.65,C,68500,0,credit_card,18.17,0,39.8,50k-75k,10k-15k,12.5-15,20-40,15-20%
