id,loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util
1493,9000, 36 months,8.9,A,80000,0,debt_consolidation,3.3,0,40.2
1494,6000, 36 months,7.9,A,34000,0,debt_consolidation,5.54,0,77.3
1495,4000, 36 months,6.62,A,80000,0,home_improvement,10.48,0,10
1496,21200, 60 months,18.25,D,57250,0,debt_consolidation,23.25,0,85.3
1497,12000, 36 months,11.71,B,38000,0,debt_consolidation,4.67,0,7.4
1498,17000, 36 months,12.42,B,76788,0,home_improvement,10.06,0,28.1
1499,20000, 36 months,7.51,A,59000,0,other,10.54,0,18.9
1500,7700, 36 months,8.9,A,24000,0,credit_card,18.3,0,86.1
1501,14000, 60 months,17.58,D,71000,0,debt_consolidation,11.65,0,23.3
1502,10000, 36 months,12.42,B,40000,0,debt_consolidation,8.55,0,75.4
1503,6475, 36 months,9.91,B,25000,0,debt_consolidation,22.51,0,83.1
1504,12000, 60 months,19.91,E,65000,1,debt_consolidation,14.38,0,93.7
1505,15600, 36 months,6.03,A,73000,0,debt_consolidation,18.49,0,13.1
1506,25000, 36 months,15.96,C,110000,0,debt_consolidation,8.21,0,75.3
1507,14400, 36 months,14.27,C,108060,0,credit_card,7.7,0,60.4
1508,18000, 36 months,7.9,A,43000,0,debt_consolidation,23.13,0,60.7
1509,4000, 36 months,6.03,A,89000,0,debt_consolidation,9.01,0,7.9
1510,30000, 60 months,18.64,E,90960,0,debt_consolidation,15.58,0,50.4
1511,12000, 36 months,7.51,A,90000,0,debt_consolidation,11.91,0,35.8
1512,10000, 36 months,7.51,A,94800,0,medical,13.08,0,62.5
1513,5000, 36 months,15.96,C,100000,0,home_improvement,18.53,0,98.8
1514,8000, 36 months,8.9,A,19200,0,credit_card,14.75,0,59.9
1515,17375, 36 months,14.27,C,48000,0,home_improvement,19.15,0,60.1
1516,2500, 36 months,10.65,B,15600,0,moving,20.08,0,23.7
1517,6000, 36 months,6.03,A,70000,0,debt_consolidation,12.15,0,5.8
1518,15000, 36 months,16.77,D,59000,0,debt_consolidation,16.45,0,55.5
1519,18500, 36 months,12.42,B,91000,0,debt_consolidation,11.29,0,56.9
1520,6000, 36 months,10.65,B,40000,0,debt_consolidation,8.1,0,23.4
1521,15000, 36 months,10.65,B,62000,0,debt_consolidation,13.14,0,47.5
1522,4800, 36 months,12.42,B,108000,0,car,9.64,0,79.5
1523,20000, 36 months,12.42,B,90000,0,home_improvement,8.41,0,39.1
1524,29000, 60 months,12.69,B,96000,0,debt_consolidation,12.88,0,75.8
1525,14125, 60 months,15.27,C,39500,0,debt_consolidation,23.54,0,65.8
1526,17625, 60 months,20.3,E,36000,1,debt_consolidation,19.17,0,85.1
1527,5000, 36 months,12.69,B,33000,0,moving,14.8,0,77.9
1528,10000, 36 months,6.62,A,70360,0,credit_card,8.29,0,70.1
1529,10000, 36 months,6.03,A,120000,0,small_business,4.85,0,21.5
1530,2400, 36 months,11.71,B,30000,0,debt_consolidation,1.6,0,45.6
1531,4000, 36 months,7.9,A,57500,0,debt_consolidation,9.75,0,32.4
1532,12000, 36 months,6.03,A,41053,0,debt_consolidation,6.17,0,18.1
1533,24000, 60 months,12.69,B,85000,1,credit_card,25.54,0,96
1534,4000, 60 months,19.03,E,54996,0,debt_consolidation,7.2,0,99.1
1535,10000, 36 months,16.29,D,80000,1,debt_consolidation,14.01,0,72.9
1536,15000, 36 months,10.65,B,69000,0,credit_card,21.58,0,47.8
1537,10000, 36 months,12.69,B,98000,0,other,17.51,0,91.5
1538,1000, 36 months,19.03,E,38000,1,debt_consolidation,15.54,0,99.2
1539,10075, 36 months,16.29,D,56000,0,debt_consolidation,16.46,0,86
1540,19400, 60 months,20.3,E,65000,1,small_business,4.69,0,73.5
1541,22400, 36 months,12.69,B,73000,0,debt_consolidation,14.19,0,91.8
1542,20000, 36 months,13.49,C,50000,0,debt_consolidation,17.16,0,86.2
1543,25000, 60 months,17.58,D,75000,0,credit_card,12.96,0,60.1
1544,15000, 36 months,6.62,A,80000,0,other,1.16,0,9.4
1545,30000, 60 months,13.49,C,75000,0,house,22.85,0,26.2
1546,22000, 60 months,20.89,F,63000,1,debt_consolidation,6.27,0,71.5
1547,21000, 60 months,16.77,D,125000,0,debt_consolidation,13.69,0,52.7
1548,22500, 60 months,14.27,C,45000,0,debt_consolidation,20.56,0,67.2
1549,5000, 36 months,7.51,A,45000,0,major_purchase,12.37,0,62.4
1550,9600, 36 months,7.9,A,54000,0,small_business,6.8,0,62.8
1551,4500, 36 months,6.03,A,58947,0,debt_consolidation,10.99,0,42.9
1552,3000, 36 months,14.65,C,68000,0,debt_consolidation,5.19,0,17.8
1553,16100, 60 months,20.89,F,55000,0,debt_consolidation,22.32,0,95.9
1554,18200, 36 months,18.25,D,59800.55,0,credit_card,10.07,0,85.7
1555,15000, 36 months,9.91,B,55000,0,debt_consolidation,16.73,0,69
1556,10000, 36 months,6.62,A,98280,0,credit_card,6.04,0,1.8
1557,8500, 36 months,8.9,A,47000,0,debt_consolidation,18.28,0,36.8
1558,1800, 36 months,11.71,B,49000,0,medical,15.33,1,42.2
1559,14000, 36 months,12.69,B,45000,0,credit_card,15.89,0,63.1
1560,3000, 36 months,16.77,D,59100,1,car,12.87,0,0
1561,17200, 36 months,17.58,D,95000,0,debt_consolidation,8.98,0,75.7
1562,6000, 36 months,9.91,B,45000,0,debt_consolidation,11.57,0,31.4
1563,16675, 60 months,11.71,B,72000,0,car,8.68,0,66.3
1564,4000, 36 months,16.29,D,75000,0,debt_consolidation,20.91,0,93.8
1565,12875, 60 months,11.71,B,27000,0,debt_consolidation,13.69,0,69.2
1566,7000, 36 months,12.69,B,48000,0,debt_consolidation,21.95,0,69.3
1567,1500, 36 months,14.65,C,92700,0,debt_consolidation,2.64,0,36.6
1568,5300, 36 months,8.9,A,36000,0,debt_consolidation,15.2,0,56.9
1569,4200, 60 months,16.77,D,22088,0,debt_consolidation,10.65,0,91.4
1570,2400, 36 months,12.69,B,57000,0,other,17.01,0,12.5
1571,12000, 36 months,7.9,A,42000,0,credit_card,17.06,0,50.4
1572,10000, 36 months,11.71,B,44959,0,debt_consolidation,5.98,0,72.6
1573,20000, 60 months,16.77,D,60000,0,debt_consolidation,17.56,0,81.3
1574,7800, 36 months,14.27,C,36000,0,major_purchase,1.9,0,73.5
1575,22950, 36 months,13.49,C,52000,0,credit_card,21.83,0,82.4
1576,1000, 36 months,16.29,D,14400,1,debt_consolidation,15,0,72.9
1577,1950, 36 months,14.27,C,11340,0,debt_consolidation,16.93,0,36.6
1578,4650, 36 months,6.62,A,37000,0,credit_card,9.54,0,57.1
1579,20000, 60 months,19.91,E,136500,0,home_improvement,24.23,0,87.1
1580,9450, 36 months,16.77,D,26000,0,debt_consolidation,14.08,0,89.1
1581,16000, 36 months,7.9,A,30000,0,other,17.88,0,53.2
1582,16000, 36 months,8.9,A,42856,0,debt_consolidation,8.93,0,69
1583,4800, 36 months,10.65,B,24500,0,car,3.38,0,34.5
1584,5000, 36 months,10.65,B,95000,0,vacation,10.79,0,52.4
1585,7100, 36 months,7.9,A,25000,0,credit_card,18.91,0,82.4
1586,6000, 36 months,13.49,C,30000,0,credit_card,15.84,0,85
1587,9000, 36 months,16.29,D,84500,0,debt_consolidation,13.97,1,89.6
1588,5000, 36 months,12.42,B,48879,0,debt_consolidation,18.54,0,44.1
1589,10000, 36 months,13.49,C,60000,0,other,21.38,0,40.4
1590,25000, 60 months,17.58,D,50000,0,small_business,9.91,0,37.4
1591,15000, 60 months,14.27,C,60000,1,debt_consolidation,8.88,0,68.5
1592,15000, 36 months,15.27,C,55000,0,debt_consolidation,22.69,0,72.4
1593,8400, 36 months,18.64,E,36000,0,debt_consolidation,18.47,0,97.6
1594,6000, 36 months,15.27,C,29000,0,moving,16.34,0,48.6
1595,6000, 36 months,6.62,A,53000,0,credit_card,20.51,0,30.2
1596,12000, 36 months,6.62,A,80000,0,renewable_energy,10.56,0,34.7
1597,1500, 36 months,12.42,B,63000,0,other,22.19,0,74.3
1598,8000, 36 months,10.65,B,42816,1,car,1.88,0,64.1
1599,7200, 36 months,11.71,B,105000,0,credit_card,9.47,0,23.2
1600,4400, 36 months,7.9,A,95000,0,debt_consolidation,1.09,0,54.1
1601,23000, 36 months,6.62,A,120000,0,debt_consolidation,3.77,0,37.3
1602,2000, 36 months,13.49,C,70000,0,home_improvement,24.38,0,22
1603,12000, 36 months,12.69,B,80000,0,credit_card,8.31,0,72.8
1604,17000, 60 months,19.03,E,56000,1,debt_consolidation,17.27,0,59.7
1605,3000, 36 months,6.62,A,45000,0,car,16.32,0,62.8
1606,28625, 60 months,22.35,F,72000,1,debt_consolidation,24.6,0,55.3
1607,14000, 60 months,17.27,D,43000,1,debt_consolidation,17.97,1,61.1
1608,10200, 36 months,12.42,B,70000,0,debt_consolidation,17.86,0,64.2
1609,24000, 36 months,11.71,B,85000,0,credit_card,13.23,0,76.2
1610,10250, 36 months,14.65,C,56000,0,credit_card,19.63,0,77.1
1611,6100, 60 months,13.49,C,42600,0,debt_consolidation,27.94,0,47.1
1612,5800, 60 months,17.58,D,30000,1,house,1,0,0
1613,24000, 36 months,9.91,B,130000,0,debt_consolidation,5.81,0,61.8
1614,6000, 36 months,14.27,C,54000,0,debt_consolidation,14.13,0,48.5
1615,1000, 36 months,16.29,D,17280,1,debt_consolidation,22.08,0,70.3
1616,11000, 36 months,9.91,B,58195,0,debt_consolidation,13.4,0,68.4
1617,9000, 36 months,16.77,D,32000,0,other,14.63,0,87.5
1618,3000, 36 months,12.69,B,20000,0,other,22.5,0,72.4
1619,2000, 36 months,10.65,B,14400,0,debt_consolidation,6.67,0,63.9
1620,12500, 60 months,16.77,D,35000,1,debt_consolidation,19.95,0,71.4
1621,13000, 36 months,10.65,B,72000,0,debt_consolidation,12.98,0,61
1622,21000, 36 months,14.65,C,96000,0,debt_consolidation,18.24,0,67.9
1623,15000, 60 months,12.69,B,26400,0,debt_consolidation,12.5,0,29.1
1624,15000, 36 months,16.77,D,104371.43,0,debt_consolidation,12.97,0,94.1
1625,5000, 36 months,7.9,A,26000,0,vacation,18.37,0,42.5
1626,10000, 36 months,7.51,A,45000,0,other,10.11,0,3.6
1627,30000, 36 months,16.77,D,102000,0,debt_consolidation,13.73,1,21.2
1628,12000, 36 months,14.65,C,85000,0,wedding,16.43,0,47.2
1629,7200, 36 months,8.9,A,37245,0,debt_consolidation,22.26,0,61.3
1630,20000, 60 months,20.89,F,90000,1,debt_consolidation,16.23,0,63.2
1631,5500, 36 months,6.03,A,54960,0,car,10.85,0,20.3
1632,17625, 36 months,12.69,B,37793.6,0,credit_card,18.73,0,63.3
1633,25000, 60 months,19.91,E,49960,1,debt_consolidation,12.08,0,72
1634,8325, 36 months,6.62,A,19000,0,debt_consolidation,19.89,0,19.8
1635,7000, 36 months,14.27,C,55900,1,other,24.58,0,80.7
1636,10500, 36 months,14.27,C,40000,0,debt_consolidation,9.06,0,95.8
1637,17000, 60 months,18.64,E,35000,1,credit_card,13.17,0,57.9
1638,5000, 36 months,12.42,B,80000,0,credit_card,3.99,0,83
1639,18000, 60 months,18.64,E,60000,0,debt_consolidation,11.76,0,65
1640,2000, 36 months,13.49,C,62000,0,other,1.95,0,88.1
1641,2500, 36 months,15.96,C,98480,0,debt_consolidation,20.61,0,72.6
1642,10000, 36 months,10.65,B,35000,0,debt_consolidation,10.15,0,42.7
1643,15600, 60 months,19.42,E,55000,1,debt_consolidation,22.78,0,73
1644,6000, 36 months,7.9,A,92000,0,moving,8.03,0,78.4
1645,4500, 36 months,11.71,B,26000,0,car,7.11,0,52.6
1646,21600, 36 months,18.64,E,92001,1,debt_consolidation,17.67,0,73.3
1647,5500, 36 months,11.71,B,55000,0,credit_card,11.56,0,56
1648,4850, 36 months,14.27,C,23000,0,credit_card,18.63,0,81.1
1649,10000, 36 months,7.51,A,35000,1,debt_consolidation,17.07,0,66.7
1650,15000, 60 months,15.27,C,38000,1,debt_consolidation,18.98,0,68.3
1651,7000, 36 months,6.62,A,47000,0,debt_consolidation,26.32,0,19.8
1652,25000, 36 months,6.62,A,80000,0,debt_consolidation,5.04,0,20.5
1653,25000, 36 months,13.49,C,110000,0,credit_card,8.85,0,46.6
1654,9425, 36 months,13.49,C,45000,0,credit_card,15.71,0,81.3
1655,5500, 36 months,12.69,B,20000,0,debt_consolidation,21.24,0,84.3
1656,6400, 36 months,17.27,D,55200,1,debt_consolidation,6.93,0,47.4
1657,13500, 60 months,19.03,E,43200,0,debt_consolidation,12.11,0,47.7
1658,10000, 36 months,6.62,A,80004,0,major_purchase,4.96,0,53.7
1659,30000, 60 months,15.96,C,55097.04,0,home_improvement,16.64,1,14.2
1660,18000, 36 months,7.9,A,80000,1,credit_card,15,0,74.5
1661,8575, 36 months,10.65,B,35000,0,debt_consolidation,18.82,0,64
1662,18000, 36 months,14.65,C,42000,0,debt_consolidation,19.63,0,90.9
1663,18000, 60 months,19.42,E,36000,0,other,3.27,0,31
1664,25000, 60 months,16.77,D,55000,1,debt_consolidation,20.79,0,56.8
1665,3000, 36 months,12.42,B,30000,0,other,6.4,0,82.4
1666,3600, 36 months,15.27,C,50000,0,vacation,11.83,0,20.5
1667,9600, 60 months,12.69,B,42336,0,home_improvement,8.84,0,3.6
1668,4500, 36 months,12.42,B,24000,0,credit_card,24.1,0,87.9
1669,5000, 36 months,10.65,B,130000,0,vacation,7.6,0,71.3
1670,19500, 60 months,12.42,B,76500,0,home_improvement,12.7,0,3.1
1671,4200, 36 months,8.9,A,33600,0,other,4.54,1,50.4
1672,5250, 36 months,15.27,C,48000,0,debt_consolidation,24.77,0,85.9
1673,11000, 36 months,9.91,B,65000,0,credit_card,20.16,0,77.7
1674,2000, 36 months,16.29,D,30972,1,other,15.61,0,88.6
1675,12700, 36 months,11.71,B,60000,1,debt_consolidation,6.04,1,59.8
1676,20000, 36 months,15.27,C,85000,0,debt_consolidation,17.68,0,75.7
1677,7000, 36 months,13.49,C,83000,0,home_improvement,16.83,0,96.7
1678,12000, 60 months,12.42,B,52000,0,wedding,3.76,0,48.9
1679,5000, 36 months,13.49,C,60000,0,credit_card,17.4,0,94.4
1680,6600, 60 months,19.42,E,72000,1,debt_consolidation,15.87,0,19
1681,25475, 36 months,16.29,D,52800,0,credit_card,16.84,0,82.5
1682,22250, 60 months,21.28,F,56000,1,credit_card,21.9,0,92.4
1683,11000, 36 months,8.9,A,45000,0,debt_consolidation,13.57,0,74
1684,8000, 36 months,10.65,B,36000,0,other,17.33,0,74.1
1685,6000, 36 months,7.9,A,52000,0,debt_consolidation,22.71,0,46.4
1686,10000, 36 months,11.71,B,52000,0,credit_card,7.11,0,87.5
1687,24000, 60 months,18.64,E,125000,1,debt_consolidation,22.49,0,78.1
1688,12000, 36 months,16.77,D,68000,0,debt_consolidation,17.61,0,79.2
1689,18000, 60 months,18.25,D,63000,0,debt_consolidation,19.68,0,50.9
1690,20000, 60 months,17.58,D,48000,0,credit_card,17.15,0,89.1
1691,14850, 36 months,8.9,A,31500,0,debt_consolidation,21.9,0,85.2
1692,15000, 60 months,18.25,D,65000,1,debt_consolidation,10.45,0,72.4
1693,12650, 36 months,8.9,A,87504,0,debt_consolidation,11.9,0,37
1694,17500, 36 months,13.49,C,58000,0,credit_card,10.97,0,88.8
1695,15000, 60 months,15.96,C,115000,0,debt_consolidation,23.7,0,57.1
1696,9500, 36 months,6.03,A,35000,0,debt_consolidation,7.78,0,36.5
1697,13000, 60 months,17.27,D,49920,0,credit_card,15.31,0,78
1698,12000, 60 months,14.27,C,57500,1,debt_consolidation,13.75,0,43.3
1699,8000, 36 months,7.9,A,80000,0,debt_consolidation,15.21,0,51.1
1700,10000, 36 months,8.9,A,60000,0,credit_card,7.24,0,79.1
1701,12000, 36 months,14.27,C,55000,0,debt_consolidation,9.25,0,47.7
1702,4125, 36 months,11.71,B,25000,0,credit_card,22.99,0,64.3
1703,7000, 36 months,6,B,75000,0,debt_consolidation,18.83,0,49.3
1704,6000, 36 months,8.9,A,37000,0,small_business,13.82,0,8.4
1705,6000, 36 months,6.03,A,59000,0,other,11.39,0,15.4
1706,10000, 36 months,16.77,D,40000,1,debt_consolidation,9.57,0,59.2
1707,1500, 36 months,12.42,B,80000,0,moving,13.39,0,45.1
1708,13200, 36 months,11.71,B,31500,0,debt_consolidation,20.99,0,76.2
1709,25000, 60 months,19.03,E,68000,0,credit_card,22.08,0,73.4
1710,6000, 36 months,8.9,A,24000,0,credit_card,1.05,0,41.6
1711,5150, 36 months,6.62,A,28800,0,debt_consolidation,23.38,0,83.5
1712,5000, 36 months,11.71,B,45500,0,debt_consolidation,11.42,0,89.5
1713,21625, 60 months,12.69,B,54000,0,debt_consolidation,29.09,0,64.8
1714,18000, 36 months,7.9,A,50000,1,debt_consolidation,15.07,0,68.6
1715,7500, 36 months,17.58,D,38400,0,major_purchase,20.88,0,99.5
1716,5000, 36 months,14.65,C,75000,0,debt_consolidation,13.06,0,83
1717,15000, 60 months,12.69,B,60000,1,debt_consolidation,4.68,1,46.7
1718,12000, 36 months,10.65,B,42000,0,credit_card,19.43,0,70.4
1719,14000, 36 months,8.9,A,31500,0,debt_consolidation,13.83,0,70.8
1720,10200, 36 months,6.62,A,64000,0,debt_consolidation,17.03,0,66.6
1721,15000, 36 months,18.64,E,48000,0,debt_consolidation,11.25,0,95.4
1722,2700, 36 months,14.27,C,24000,0,credit_card,24.6,0,78.3
1723,16000, 60 months,18.64,E,55000,0,credit_card,19.03,0,81.9
1724,18000, 36 months,17.58,D,85500,0,debt_consolidation,17.67,0,73.2
1725,12000, 60 months,12.42,B,57000,0,credit_card,6.69,0,22.6
1726,7500, 36 months,12.69,B,40000,1,debt_consolidation,15.21,1,62.2
1727,1800, 36 months,7.51,A,90000,0,debt_consolidation,28.31,0,67.9
1728,12000, 36 months,11.71,B,120000,0,major_purchase,3.44,0,47.6
1729,8000, 60 months,19.03,E,108000,1,other,17.3,0,45.8
1730,6250, 36 months,7.9,A,21000,0,debt_consolidation,21.77,0,85.2
1731,11000, 36 months,13.49,C,108000,0,car,6.83,0,56.5
1732,20000, 36 months,12.69,B,75000,0,debt_consolidation,11.18,0,58.4
1733,20000, 60 months,19.91,E,41600,1,debt_consolidation,15.35,0,78.3
1734,3775, 36 months,15.27,C,22300,0,debt_consolidation,21.42,0,22.2
1735,6000, 36 months,6.03,A,110000,0,debt_consolidation,1.32,0,0.3
1736,15000, 36 months,13.49,C,42000,0,debt_consolidation,7.83,0,54.8
1737,7750, 36 months,7.51,A,90000,0,debt_consolidation,8.69,0,29.1
1738,7000, 36 months,14.27,C,65000,0,credit_card,10.91,0,60.9
1739,9800, 36 months,12.69,B,88000,0,home_improvement,10.79,0,44.3
1740,25000, 36 months,7.9,A,90000,0,home_improvement,2.44,0,33.8
1741,4000, 36 months,11.71,B,32993.73,1,credit_card,12.37,0,58.7
1742,12000, 36 months,6.03,A,50000,0,debt_consolidation,18.89,0,5.2
1743,21575, 60 months,23.91,G,54480,0,debt_consolidation,18.5,0,98.7
1744,3300, 36 months,14.65,C,66000,0,moving,11.6,0,42.9
1745,5400, 36 months,15.27,C,112000,0,debt_consolidation,13.17,1,89.7
1746,12000, 36 months,12.42,B,85000,0,debt_consolidation,16.8,0,69.5
1747,16000, 60 months,15.27,C,45200,0,debt_consolidation,19.67,0,58.5
1748,16250, 36 months,12.42,B,53000,1,credit_card,15.94,0,37.2
1749,12000, 36 months,15.27,C,60000,0,credit_card,11.8,0,87.6
1750,6000, 36 months,8.9,A,82000,0,debt_consolidation,24.23,0,91.7
1751,10000, 36 months,7.51,A,50000,0,debt_consolidation,2.54,0,48
1752,20000, 60 months,12.69,B,80000,0,small_business,5.23,0,42.2
1753,12000, 36 months,12.69,B,35000,0,credit_card,12.48,0,86.6
1754,13200, 36 months,12.42,B,40000,0,debt_consolidation,12.54,0,64
1755,11625, 60 months,19.03,E,32000,0,debt_consolidation,23.44,0,46.4
1756,15000, 36 months,13.49,C,100000,0,debt_consolidation,20.41,0,28.8
1757,18000, 36 months,13.49,C,60000,0,debt_consolidation,16.72,0,39.4
1758,8300, 36 months,8.9,A,30000,1,debt_consolidation,3.8,0,36
1759,7000, 36 months,15.27,C,50000,0,debt_consolidation,9.77,0,48
1760,18000, 60 months,17.27,D,42000,1,debt_consolidation,19.83,0,64.4
1761,10800, 36 months,6.03,A,45000,0,major_purchase,1.63,0,5.2
1762,20000, 36 months,9.91,B,58000,0,debt_consolidation,9.39,0,66.5
1763,10000, 36 months,12.42,B,36000,0,major_purchase,13.33,0,54.8
1764,18000, 36 months,15.27,C,82570,0,credit_card,20.19,0,79.7
1765,10000, 60 months,13.49,C,60000,0,car,13.32,0,13
1766,7200, 36 months,12.42,B,49000,0,credit_card,11.07,0,68.6
1767,5000, 36 months,7.9,A,21600,0,home_improvement,6.44,0,0
1768,25000, 60 months,17.58,D,60000,1,debt_consolidation,5.68,0,31
1769,8375, 36 months,7.51,A,50400,0,medical,21.14,0,17.8
1770,30000, 60 months,20.89,F,100000,1,debt_consolidation,24.14,0,84.6
1771,19075, 60 months,20.89,F,48000,0,debt_consolidation,17.38,0,74.9
1772,1200, 36 months,12.42,B,29000,0,other,18.95,1,70.3
1773,15000, 60 months,17.27,D,70666.08,0,debt_consolidation,20.82,0,49.2
1774,3000, 36 months,12.42,B,75500,0,debt_consolidation,16.2,0,54.9
1775,8000, 36 months,7.9,A,67200,0,home_improvement,4.54,0,36
1776,16000, 36 months,7.9,A,117996,0,home_improvement,9.09,0,36
1777,10000, 36 months,10.65,B,39870,0,home_improvement,19.74,0,36.8
1778,27050, 36 months,13.49,C,60000,0,small_business,21.34,0,50.4
1779,8000, 36 months,18.25,D,35000,0,debt_consolidation,6,0,86.6
1780,7500, 36 months,16.29,D,48000,0,wedding,13.05,0,38.3
1781,12000, 36 months,16.29,D,105000,0,debt_consolidation,11.7,0,77.1
1782,8500, 36 months,8.9,A,27120,0,home_improvement,19.56,0,3.5
1783,12000, 60 months,15.27,C,54000,1,debt_consolidation,12.47,0,66.6
1784,10000, 36 months,11.71,B,60000,0,credit_card,12.16,0,33.9
1785,15000, 60 months,18.25,D,57960,0,debt_consolidation,17.17,1,75
1786,15000, 36 months,14.27,C,40000,0,debt_consolidation,17.46,0,77.1
1787,10000, 36 months,16.77,D,77000,0,debt_consolidation,11.13,0,90.3
1788,12000, 36 months,9.91,B,75000,0,debt_consolidation,3.38,0,64.8
1789,6800, 36 months,20.3,E,80000,0,credit_card,24.21,0,98
1790,12000, 36 months,7.51,A,45204,0,debt_consolidation,18.79,0,71.8
1791,18725, 60 months,17.27,D,52000,1,debt_consolidation,23.35,0,56.6
1792,13000, 60 months,15.27,C,40000,0,debt_consolidation,13.5,0,68.5
1793,12000, 36 months,12.42,B,62400,0,credit_card,16.85,0,63.5
1794,16500, 60 months,11.71,B,33000,1,small_business,3.13,0,23
1795,18000, 36 months,11.71,B,52000,0,home_improvement,7.45,0,22.7
1796,20000, 36 months,12.69,B,60000,0,credit_card,17.56,0,86
1797,12000, 36 months,7.51,A,74000,0,debt_consolidation,15.41,0,29.8
1798,1000, 36 months,9.91,B,74000,0,other,10.33,0,74
1799,20000, 36 months,12.69,B,72000,0,debt_consolidation,6.38,0,64.9
1800,24000, 36 months,16.29,D,48000,0,debt_consolidation,6.7,0,53.5
1801,15000, 60 months,13.49,C,54000,0,debt_consolidation,21.6,0,72.4
1802,12000, 36 months,11.71,B,34000,0,debt_consolidation,16.8,0,30.4
1803,17000, 36 months,12.42,B,50000,0,debt_consolidation,13.94,0,69.9
1804,12000, 36 months,12.42,B,77000,0,debt_consolidation,9.69,0,53.3
1805,24000, 36 months,12.69,B,100450,0,credit_card,23.13,0,89.5
1806,7500, 36 months,6.62,A,47000,0,credit_card,16.77,0,46.9
1807,20000, 60 months,14.65,C,48000,0,debt_consolidation,12.65,0,50.8
1808,7000, 60 months,15.96,C,130500,0,major_purchase,11.26,0,64.2
1809,12800, 60 months,17.58,D,99000,0,debt_consolidation,19.05,0,92.5
1810,3000, 36 months,6.03,A,50000,0,major_purchase,11.93,0,5.7
1811,10000, 36 months,12.42,B,65000,0,debt_consolidation,19.86,0,81.3
1812,15000, 36 months,6.03,A,53481.36,0,credit_card,10.81,0,18.2
1813,30000, 60 months,22.06,F,80000,0,credit_card,14.7,0,45.1
1814,12000, 36 months,7.51,A,109000,0,major_purchase,6.3,0,20.4
1815,11125, 36 months,13.49,C,75000,0,debt_consolidation,15.63,0,70.7
1816,20000, 60 months,14.27,C,40000,0,house,0.6,0,3.7
1817,3525, 36 months,6.62,A,26000,0,debt_consolidation,12.92,0,62.2
1818,3000, 36 months,7.51,A,64000,0,moving,14.89,0,10.3
1819,10000, 36 months,10.65,B,40000,0,credit_card,24.15,0,54.9
1820,5000, 36 months,9.91,B,101000,0,other,10.7,0,56.4
1821,3000, 36 months,12.69,B,105000,0,debt_consolidation,13.84,0,79.7
1822,11200, 36 months,14.27,C,50000,0,debt_consolidation,13.51,0,85.6
1823,4800, 36 months,7.9,A,60000,0,debt_consolidation,14.44,0,18.8
1824,6000, 36 months,12.42,B,37500,0,debt_consolidation,24.99,0,51.5
1825,3500, 36 months,9.91,B,39000,0,debt_consolidation,20.71,0,78.2
1826,13350, 60 months,17.27,D,55000,0,debt_consolidation,20.53,0,79.5
1827,15000, 36 months,11.71,B,33800,0,other,9.73,0,66.7
1828,25000, 36 months,7.9,A,84000,0,other,19.07,0,40.1
1829,5600, 36 months,6.03,A,49000,0,debt_consolidation,16.29,0,6.9
1830,16000, 36 months,13.49,C,50000,0,debt_consolidation,20.09,0,93.1
1831,24000, 36 months,7.51,A,75000,0,other,11.81,0,7.7
1832,2400, 36 months,17.27,D,13288,0,debt_consolidation,8.76,0,64.5
1833,11500, 36 months,7.51,A,57000,0,debt_consolidation,9.12,0,29.9
1834,2100, 36 months,14.65,C,60000,0,major_purchase,7.66,1,91.3
1835,14000, 60 months,13.49,C,65500,0,debt_consolidation,23.87,0,47.6
1836,8000, 36 months,7.51,A,42000,1,debt_consolidation,7.71,0,59.2
1837,12400, 60 months,21.28,F,50000,0,other,15.77,0,78.8
1838,15000, 36 months,17.58,D,89000,0,debt_consolidation,4.38,0,83.7
1839,7200, 36 months,8.9,A,60000,0,credit_card,10.62,0,85.5
1840,8000, 36 months,7.9,A,72000,0,major_purchase,9.32,0,54.2
1841,10000, 36 months,9.91,B,30000,0,wedding,22.88,0,44.9
1842,21200, 36 months,12.42,B,60000,1,small_business,21.18,0,64.6
1843,9300, 60 months,14.27,C,75000,0,other,3.62,0,45.7
1844,21500, 60 months,19.03,E,43000,1,debt_consolidation,18.28,0,51.1
1845,15000, 60 months,14.65,C,55000,0,credit_card,17.21,0,88
1846,30000, 60 months,20.89,F,68000,0,debt_consolidation,16.91,0,71.5
1847,19125, 60 months,15.27,C,54000,0,debt_consolidation,23.18,0,56.2
1848,17000, 36 months,14.65,C,60000,0,debt_consolidation,20.9,0,50.6
1849,20000, 60 months,12.42,B,80000,0,debt_consolidation,15.48,0,63.1
1850,5000, 36 months,7.51,A,58000,0,moving,3.7,0,71.8
1851,5000, 36 months,14.27,C,35000,0,debt_consolidation,7.95,0,85.1
1852,3800, 36 months,18.25,D,40000,0,credit_card,19.11,0,86.1
1853,5000, 36 months,6.62,A,37513,1,debt_consolidation,10.84,0,54.1
1854,29000, 60 months,17.58,D,58000,0,debt_consolidation,8.88,0,76.3
1855,12000, 36 months,10.65,B,75000,0,credit_card,17.47,0,89.3
1856,23000, 36 months,13.49,C,80000,0,debt_consolidation,22.63,0,66.6
1857,14000, 36 months,12.69,B,62000,0,debt_consolidation,14.73,0,67
1858,5000, 36 months,11.71,B,26000,0,debt_consolidation,13.48,0,60.7
